Region,Country,Total Revenue,Total Cost,Total Profit
Europe,Cyprus,910444.86,581424.48,329020.38
Asia,Laos,311355.26,183769.53,127585.73
Australia and Oceania,Tuvalu,489792.96,160634.88,329158.08
Europe,Cyprus,1942381.56,1679032.76,263348.80
Middle East and North Africa,Iraq,52947.75,39271.00,13676.75
Asia,Maldives,1647862.70,938168.21,709694.49
Europe,Moldova ,604369.38,385959.84,218409.54
Asia,China,27094.32,20095.68,6998.64
North America,United States of America,296704.85,198782.87,97921.98
Asia,Maldives,1637261.50,1231223.00,406038.50
Central America and the Caribbean,Dominica,214953.76,70497.28,144456.48
Europe,Malta,352612.38,225183.84,127428.54
Sub-Saharan Africa,Nigeria,1318595.20,794203.28,524391.92
Europe,Russia,133910.70,76238.61,57672.09
Sub-Saharan Africa,Seychelles ,416793.92,136693.76,280100.16
Sub-Saharan Africa,Zimbabwe,5298244.56,4271074.56,1027170.00
Europe,Norway,262473.20,149432.36,113040.84
Sub-Saharan Africa,Botswana,5297376.29,3983634.58,1313741.71
Sub-Saharan Africa,Angola,2104680.80,1267670.62,837010.18
Sub-Saharan Africa,Zimbabwe,876755.46,517482.63,359272.83
Sub-Saharan Africa,Madagascar,301022.80,201675.76,99347.04
Asia,Malaysia,6409377.57,4819861.14,1589516.43
Europe,Liechtenstein,57596.00,32790.80,24805.20
Sub-Saharan Africa,Mozambique,31691.20,10393.60,21297.60
Europe,Andorra,167688.30,112345.86,55342.44
Asia,Myanmar,8900.82,6601.68,2299.14
Europe,San Marino,603553.44,197944.32,405609.12
Asia,North Korea,791842.88,259696.64,532146.24
Europe,Bosnia and Herzegovina,1256975.54,741897.87,515077.67
Asia,Thailand,4897750.83,3683115.66,1214635.17
Europe,Bosnia and Herzegovina,3813485.76,3074165.76,739320.00
Australia and Oceania,Vanuatu,204244.32,66984.96,137259.36
Europe,Andorra,851797.74,502751.97,349045.77
Central America and the Caribbean,Dominican Republic,1028523.12,642303.18,386219.94
Europe,Andorra,1015563.52,599410.56,416152.96
Asia,Maldives,449541.30,301178.46,148362.84
Central America and the Caribbean,Guatemala,419274.80,252533.47,166741.33
Sub-Saharan Africa,Sudan,4254206.82,3199169.64,1055037.18
Sub-Saharan Africa,Mauritania,2034213.88,1529731.76,504482.12
Sub-Saharan Africa,Cameroon,3498300.12,2820085.12,678215.00
Sub-Saharan Africa,Central African Republic,2007837.70,1143110.71,864726.99
Europe,Macedonia,1472854.74,940588.32,532266.42
Europe,Croatia,42744.79,29638.41,13106.38
Middle East and North Africa,Syria,2057135.64,1778228.44,278907.20
Australia and Oceania,New Zealand,3167951.20,1908089.18,1259862.02
Central America and the Caribbean,El Salvador,752079.46,521477.34,230602.12
Middle East and North Africa,Israel,2828205.03,2279901.28,548303.75
Middle East and North Africa,Afghanistan,508089.88,299887.14,208202.74
Sub-Saharan Africa,Madagascar,953795.84,312811.52,640984.32
Sub-Saharan Africa,Mozambique,50223.56,29643.18,20580.38
Sub-Saharan Africa,Niger,1512252.96,892568.88,619684.08
Sub-Saharan Africa,Mali,2601777.20,1567076.83,1034700.37
Central America and the Caribbean,Guatemala,2430010.32,1517518.98,912491.34
Europe,Switzerland,3644936.40,2195382.21,1449554.19
Sub-Saharan Africa,Benin,950940.06,822011.26,128928.80
Central America and the Caribbean,Jamaica,76020.84,56384.16,19636.68
Sub-Saharan Africa,Mauritania,46015.56,34129.44,11886.12
Asia,Kyrgyzstan,1316904.88,777269.64,539635.24
Asia,Nepal,65020.77,48225.48,16795.29
Asia,Bhutan,793568.58,506785.44,286783.14
Sub-Saharan Africa,Mali,22802.67,15810.93,6991.74
Sub-Saharan Africa,Sudan,1289944.70,734396.81,555547.89
Europe,Switzerland,1013572.00,332416.00,681156.00
Europe,Greece,498205.40,283640.42,214564.98
Asia,Bangladesh,8145.09,6041.16,2103.93
Europe,Ireland,557316.87,386432.73,170884.14
Europe,Denmark,1960404.80,1180771.72,779633.08
Asia,Philippines,2240212.80,1349302.92,890909.88
Sub-Saharan Africa,Malawi,1318700.25,1063044.00,255656.25
Australia and Oceania,Nauru,1132172.80,644573.44,487599.36
Australia and Oceania,Palau,864295.52,283458.56,580836.96
Central America and the Caribbean,Jamaica,1327997.20,783816.60,544180.60
Central America and the Caribbean,Honduras,3817682.61,3300079.81,517602.80
Asia,China,1165406.04,744246.72,421159.32
Sub-Saharan Africa,Mali,531210.08,174218.24,356991.84
Europe,Estonia,390133.90,261377.38,128756.52
Sub-Saharan Africa,Rwanda,3061655.73,2646555.33,415100.40
Australia and Oceania,Tonga,404985.75,271327.65,133658.10
Europe,Andorra,100601.18,59377.29,41223.89
Central America and the Caribbean,Saint Lucia,2359297.76,1473359.64,885938.12
Sub-Saharan Africa,Togo,214407.36,70318.08,144089.28
Middle East and North Africa,Syria,383135.68,125655.04,257480.64
Sub-Saharan Africa,Guinea,91242.84,58269.12,32973.72
Australia and Oceania,New Zealand,1066991.94,681397.92,385594.02
Middle East and North Africa,Israel,5519655.96,4449560.96,1070095.00
Middle East and North Africa,Oman,5121766.65,4128810.40,992956.25
Sub-Saharan Africa,Central African Republic,1386.54,818.37,568.17
Sub-Saharan Africa,Cameroon,4535548.49,3410738.98,1124809.51
Asia,Sri Lanka,322096.38,205695.84,116400.54
Europe,Belgium,64600.92,47914.08,16686.84
Europe,Romania,863322.90,491510.67,371812.23
Middle East and North Africa,Qatar,2631647.26,1979002.52,652644.74
Asia,Maldives,2088445.68,1304215.02,784230.66
Sub-Saharan Africa,Uganda,923435.64,545034.42,378401.22
Europe,Serbia,1305812.56,770722.68,535089.88
Australia and Oceania,Vanuatu,772814.90,439982.27,332832.63
Europe,Slovenia,307657.82,181587.21,126070.61
Europe,Moldova ,18458.05,12366.31,6091.74
Middle East and North Africa,Algeria,76114.14,56453.36,19660.78
Europe,Kosovo,680720.40,410004.81,270715.59
Sub-Saharan Africa,Ghana,2264844.16,1414374.24,850469.92
Europe,Belarus,50587.26,37520.24,13067.02
Sub-Saharan Africa,South Sudan,3740246.00,2252788.15,1487457.85
Sub-Saharan Africa,Mauritius ,1158580.00,697824.50,460755.50
Europe,Belgium,1800826.80,1084656.27,716170.53
Sub-Saharan Africa,Tanzania,523398.92,362914.68,160484.24
Asia,Malaysia,2176818.80,1311120.07,865698.73
Sub-Saharan Africa,Cameroon,1026982.80,618562.17,408420.63
Europe,Spain,1333460.00,803156.50,530303.50
Central America and the Caribbean,Panama,1779099.30,1012884.39,766214.91
Asia,Turkmenistan,224267.12,155502.48,68764.64
Europe,Lithuania,3885770.07,3132436.32,753333.75
Sub-Saharan Africa,Guinea-Bissau,249408.56,155753.34,93655.22
Australia and Oceania,Fiji,1906431.04,1190548.56,715882.48
Europe,Russia,585350.26,405870.54,179479.72
Europe,Ireland,82243.95,60999.80,21244.15
North America,Canada,1405160.80,846342.62,558818.18
Middle East and North Africa,Israel,3448528.86,2980976.06,467552.80
Europe,Spain,546142.70,322346.85,223795.85
Asia,Cambodia,947216.64,604907.52,342309.12
Middle East and North Africa,Iran,3389465.44,2548882.88,840582.56
Sub-Saharan Africa,Malawi,288496.00,193283.20,95212.80
Central America and the Caribbean,Haiti,3150900.40,1897819.31,1253081.09
Sub-Saharan Africa,Republic of the Congo,532431.36,314254.08,218177.28
Asia,Sri Lanka,284409.12,181628.16,102780.96
Middle East and North Africa,Israel,1001081.88,590863.14,410218.74
Middle East and North Africa,Pakistan,32263.14,23929.36,8333.78
Sub-Saharan Africa,Swaziland,1499004.16,936114.24,562889.92
Sub-Saharan Africa,Ethiopia,1358419.74,867508.32,490911.42
Sub-Saharan Africa,Ethiopia,1210282.48,755810.22,454472.26
Sub-Saharan Africa,Equatorial Guinea,831839.36,272814.08,559025.28
Australia and Oceania,Marshall Islands,2238805.60,1398113.40,840692.20
Europe,Slovakia,228870.00,146160.00,82710.00
Sub-Saharan Africa,Tanzania,57118.26,42364.24,14754.02
Central America and the Caribbean,The Bahamas,236395.90,158377.78,78018.12
Europe,Armenia,4985962.47,3749450.94,1236511.53
Sub-Saharan Africa,Eritrea,2172884.00,1308750.10,864133.90
Asia,India,2601777.20,1567076.83,1034700.37
Asia,Philippines,41708.55,27943.41,13765.14
Europe,Bulgaria,3173197.60,1911249.14,1261948.46
Sub-Saharan Africa,Zimbabwe,950951.10,541399.53,409551.57
Central America and the Caribbean,Antigua and Barbuda ,2436392.32,1521504.48,914887.84
Sub-Saharan Africa,Gabon,269752.40,162474.61,107277.79
Europe,Montenegro,2320901.71,1745321.42,575580.29
Europe,Luxembourg,3857922.71,2901163.42,956759.29
Sub-Saharan Africa,Sudan,564168.80,352318.20,211850.60
Australia and Oceania,Marshall Islands,6353242.89,4777647.78,1575595.11
Asia,Malaysia,598661.91,517495.11,81166.80
Central America and the Caribbean,Saint Kitts and Nevis ,1632067.60,983010.89,649056.71
Europe,Macedonia,6032809.44,4863229.44,1169580.00
Asia,Kyrgyzstan,312868.64,102609.92,210258.72
Central America and the Caribbean,Haiti,700375.52,229698.56,470676.96
Asia,Bhutan,581787.54,371538.72,210248.82
Central America and the Caribbean,Belize,927133.08,547216.74,379916.34
Europe,United Kingdom,490134.81,339849.99,150284.82
Europe,Russia,410346.40,134579.20,275767.20
Sub-Saharan Africa,Zimbabwe,63013.60,42217.12,20796.48
Sub-Saharan Africa,Equatorial Guinea,3403164.80,2049760.72,1353404.08
Sub-Saharan Africa,Cote d'Ivoire,2748757.41,2215856.16,532901.25
Asia,North Korea,5860059.63,4406773.26,1453286.37
Sub-Saharan Africa,Guinea,670805.10,579857.10,90948.00
Europe,Estonia,468568.75,313926.25,154642.50
Asia,Myanmar,1854646.08,1495086.08,359560.00
Sub-Saharan Africa,Ghana,4520178.28,3399180.56,1120997.72
Australia and Oceania,Solomon Islands,2529824.80,1579852.20,949972.60
Sub-Saharan Africa,Ghana,1940638.56,1211910.84,728727.72
Asia,Bhutan,341165.50,228570.10,112595.40
Asia,Bhutan,628002.10,357536.83,270465.27
Australia and Oceania,New Zealand,675867.78,584233.38,91634.40
Europe,Moldova ,2649469.20,2290253.20,359216.00
Sub-Saharan Africa,Swaziland,653516.80,408115.20,245401.60
Middle East and North Africa,Kuwait,752565.44,469970.16,282595.28
Asia,Philippines,18454.74,13687.76,4766.98
Sub-Saharan Africa,Equatorial Guinea,133321.60,43724.80,89596.80
Asia,Vietnam,1090300.88,680882.82,409418.06
Sub-Saharan Africa,Djibouti,192442.08,63114.24,129327.84
Sub-Saharan Africa,Mauritius ,2679423.39,2316146.19,363277.20
Asia,Philippines,1180053.72,753600.96,426452.76
Middle East and North Africa,Iran,1948807.52,1217012.28,731795.24
Asia,China,2027181.45,1752335.45,274846.00
Europe,Ukraine,21489.93,17323.68,4166.25
Australia and Oceania,Australia,233675.20,133036.96,100638.24
Europe,Kosovo,5184934.02,4179731.52,1005202.50
Europe,Russia,3118610.88,2695788.48,422822.40
Central America and the Caribbean,Grenada,77774.88,57685.12,20089.76
Central America and the Caribbean,Grenada,4502134.99,3385611.98,1116523.01
Middle East and North Africa,Kuwait,5308.77,3937.48,1371.29
Europe,Slovakia,1234278.80,770795.70,463483.10
Europe,San Marino,61335.42,45492.08,15843.34
Central America and the Caribbean,The Bahamas,1076517.28,353059.84,723457.44
Australia and Oceania,Vanuatu,36299.25,24319.35,11979.90
Europe,San Marino,503347.90,286568.17,216779.73
Central America and the Caribbean,The Bahamas,4740.34,3286.86,1453.48
Middle East and North Africa,Israel,3868615.03,2909204.06,959410.97
Middle East and North Africa,Lebanon,2516926.65,2028970.40,487956.25
Sub-Saharan Africa,Sao Tome and Principe,1139578.00,648789.40,490788.60
Middle East and North Africa,Somalia,2670612.21,2152860.96,517751.25
Sub-Saharan Africa,Tanzania,806266.45,559049.55,247216.90
Middle East and North Africa,Oman,2264696.00,1364049.40,900646.60
Asia,Bangladesh,4121047.20,2482148.58,1638898.62
Australia and Oceania,Kiribati,826091.20,470313.76,355777.44
Asia,Nepal,4938515.30,3713770.60,1224744.70
Europe,Netherlands,3389.32,2000.46,1388.86
Europe,France,6294435.13,4733424.26,1561010.87
Asia,North Korea,780294.12,498308.16,281985.96
Middle East and North Africa,Jordan,34306.41,25444.84,8861.57
Europe,Belgium,762118.50,433892.55,328225.95
Europe,Belarus,67754.17,46979.43,20774.74
Australia and Oceania,Tonga,1811011.70,1361883.40,449128.30
Central America and the Caribbean,Dominica,1704013.71,1472982.91,231030.80
Middle East and North Africa,Iran,1029804.07,774414.14,255389.93
Middle East and North Africa,Somalia,1382072.26,815733.03,566339.23
Middle East and North Africa,Azerbaijan,539661.92,337013.88,202648.04
Sub-Saharan Africa,Cameroon,309674.97,214722.63,94952.34
Europe,Slovakia,1362352.58,804093.99,558258.59
Central America and the Caribbean,El Salvador,1883389.20,1072259.16,811130.04
Australia and Oceania,Palau,2205619.20,1377388.80,828230.40
Sub-Saharan Africa,Uganda,900248.64,295249.92,604998.72
Central America and the Caribbean,Saint Kitts and Nevis ,8602.26,6380.24,2222.02
Sub-Saharan Africa,Guinea-Bissau,1709610.16,1067635.74,641974.42
Sub-Saharan Africa,Mauritania,360620.00,241604.00,119016.00
Central America and the Caribbean,Saint Kitts and Nevis ,1180002.80,710727.67,469275.13
Asia,Indonesia,2065622.57,1553351.14,512271.43
Middle East and North Africa,Egypt,1064092.42,628053.51,436038.91
Asia,Sri Lanka,204367.15,136919.53,67447.62
Europe,Belgium,1086442.00,654375.05,432066.95
Asia,Myanmar,72452.64,23761.92,48690.72
Middle East and North Africa,Lebanon,785243.82,463470.21,321773.61
Middle East and North Africa,Yemen,1780715.60,1072543.09,708172.51
Europe,Belarus,137984.60,92445.32,45539.28
Middle East and North Africa,Kuwait,1365743.58,872185.44,493558.14
Middle East and North Africa,United Arab Emirates,2877213.20,1732974.73,1144238.47
Sub-Saharan Africa,Burkina Faso,564168.80,352318.20,211850.60
Asia,India,6202213.87,4664073.74,1538140.13
Sub-Saharan Africa,Guinea,833744.48,520665.72,313078.76
Sub-Saharan Africa,Ghana,1372224.70,781240.81,590983.89
Sub-Saharan Africa,Ghana,329535.36,228493.44,101041.92
Sub-Saharan Africa,Uganda,565244.68,391929.72,173314.96
Middle East and North Africa,Oman,3764102.58,3253764.18,510338.40
Asia,Tajikistan,6335.07,4698.68,1636.39
Australia and Oceania,Australia,2120420.00,1277150.50,843269.50
Europe,Denmark,53428.70,35795.54,17633.16
Australia and Oceania,Kiribati,821972.10,618124.20,203847.90
Sub-Saharan Africa,Cote d'Ivoire,1000442.32,624766.98,375675.34
Central America and the Caribbean,Barbados,473408.65,317168.83,156239.82
Sub-Saharan Africa,Democratic Republic of the Congo,1102085.34,703809.12,398276.22
Europe,France,449841.92,311911.68,137930.24
Australia and Oceania,Tuvalu,1107708.21,892956.96,214751.25
Asia,Myanmar,972138.20,553461.86,418676.34
Europe,Romania,42417.87,29411.73,13006.14
Sub-Saharan Africa,Rwanda,576686.88,399863.52,176823.36
Europe,Czech Republic,1425097.20,910089.60,515007.60
Sub-Saharan Africa,Zambia,209159.60,140130.32,69029.28
Australia and Oceania,Tonga,4120856.88,3321946.88,798910.00
Sub-Saharan Africa,Nigeria,130917.44,42936.32,87981.12
Asia,Turkmenistan,1398147.87,1127089.12,271058.75
Europe,Moldova ,1830158.82,1582025.22,248133.60
Sub-Saharan Africa,Burundi,4202868.18,3633041.78,569826.40
Sub-Saharan Africa,Djibouti,2111874.03,1702445.28,409428.75
Sub-Saharan Africa,Mauritius ,837316.10,494204.55,343111.55
Asia,South Korea,91676.58,67995.92,23680.66
Australia and Oceania,New Zealand,1384978.10,788501.63,596476.47
Australia and Oceania,Kiribati,929207.84,304747.52,624460.32
Sub-Saharan Africa,Lesotho,214331.65,143595.43,70736.22
Middle East and North Africa,Jordan,57715.38,42807.12,14908.26
Middle East and North Africa,Pakistan,1271813.13,1025246.88,246566.25
Sub-Saharan Africa,Seychelles ,108707.95,72830.89,35877.06
Europe,Norway,43897.65,32558.60,11339.05
Middle East and North Africa,Syria,954014.40,312883.20,641131.20
Sub-Saharan Africa,Sudan,625500.72,470377.44,155123.28
Sub-Saharan Africa,Togo,92544.27,68639.48,23904.79
Middle East and North Africa,Libya,876101.97,658829.94,217272.03
Central America and the Caribbean,Jamaica,131483.95,88090.09,43393.86
Europe,France,1849860.10,1053170.23,796689.87
Europe,Romania,317915.00,212993.00,104922.00
Europe,Russia,6282874.08,5064814.08,1218060.00
Sub-Saharan Africa,Equatorial Guinea,744839.70,424055.31,320784.39
Asia,Cambodia,68233.10,45714.02,22519.08
Australia and Oceania,Samoa ,3474428.40,2092683.51,1381744.89
Central America and the Caribbean,Saint Vincent and the Grenadines,410938.44,284936.76,126001.68
Australia and Oceania,Solomon Islands,4292776.32,3460536.32,832240.00
Europe,Belgium,33420.06,24787.44,8632.62
Sub-Saharan Africa,Mauritania,3922121.20,2362333.43,1559787.77
Asia,Vietnam,1799944.44,1450989.44,348955.00
Sub-Saharan Africa,Guinea-Bissau,3059525.60,1842783.34,1216742.26
Central America and the Caribbean,Grenada,481244.19,387945.44,93298.75
Europe,Lithuania,1046190.20,595621.46,450568.74
Europe,Georgia,76216.77,56529.48,19687.29
Europe,Switzerland,97681.50,78744.00,18937.50
Europe,Czech Republic,5493179.40,4130878.80,1362300.60
Middle East and North Africa,Afghanistan,246958.18,145760.79,101197.39
Sub-Saharan Africa,Central African Republic,2865846.00,1726128.15,1139717.85
Central America and the Caribbean,Guatemala,111234.53,77127.87,34106.66
Sub-Saharan Africa,Swaziland,275226.60,156693.18,118533.42
Europe,Netherlands,182018.20,121946.44,60071.76
Central America and the Caribbean,Costa Rica,2106013.14,1697720.64,408292.50
Europe,Romania,649560.32,213032.96,436527.36
Sub-Saharan Africa,Cameroon,1380298.96,861983.94,518315.02
Sub-Saharan Africa,Republic of the Congo,3102808.40,1868853.01,1233955.39
Europe,Latvia,542137.14,319982.67,222154.47
Europe,Slovenia,4026612.00,2425269.30,1601342.70
Asia,Turkmenistan,468885.01,325115.79,143769.22
Europe,France,62492.34,46350.16,16142.18
Central America and the Caribbean,Barbados,129206.35,86564.17,42642.18
Asia,Nepal,1652682.72,1032085.08,620597.64
Central America and the Caribbean,Nicaragua,1571959.40,894954.62,677004.78
Sub-Saharan Africa,Ghana,3354869.28,2900014.88,454854.40
Europe,Slovakia,503293.34,348973.86,154319.48
Sub-Saharan Africa,Botswana,248949.58,172616.82,76332.76
